Zip Code,2019 Rank,2019 Avg Score
7208,655.7142857142857,38.99753071428572
7302,350.0769230769231,58.00872846153846
7304,734.3076923076923,34.51515
7305,564.6842105263158,42.61838789473684
7306,515.8125,46.2203025
7307,394.8,59.342057999999994
7401,3.0,97.11242666666668
7403,540.5,52.32131
7405,173.5,76.01527
7407,502.0,50.262592
7410,127.88888888888889,86.80982888888889
7416,544.6666666666666,54.77587333333333
7417,98.8,87.17846
7419,473.25,44.790067500000006
7420,440.0,59.577195
7421,636.0,55.2555
7423,9.0,95.697465
7424,261.4,67.343884
7430,44.8,89.666784
7432,201.0,74.76607333333334
7436,204.6,76.91729600000001
7438,368.8,61.618578
7439,632.0,41.71351
7440,136.0,87.30976
7442,271.75,70.2601125
7444,50.75,87.4781025
7446,161.25,77.69472499999999
7450,1.0,98.13338
7451,79.625,89.319895
7452,36.833333333333336,90.55936833333334
7456,194.33333333333334,80.82825999999999
7457,249.5,71.198115
7458,1.0,97.45042333333333
7461,442.6666666666667,50.40833333333333
7462,370.0,54.21781333333333
7463,212.75,72.648615
7465,226.33333333333334,71.43743
7470,337.46666666666664,69.90652
7480,451.3333333333333,58.21095833333334
7481,171.8,84.55220399999999
7501,676.5833333333334,25.136122916666665
7502,546.0,27.98869714285714
7503,740.6,29.790665
7504,1070.3333333333333,7.064933333333333
7505,371.0,42.00424
7506,472.5,50.38413
7507,220.0,82.29576
7508,698.625,33.6498675
7512,608.5,46.350185
7513,873.6666666666666,18.52802
7514,789.1666666666666,20.610563333333335
7522,819.1428571428571,32.96514142857143
7524,950.6666666666666,19.88554
7601,577.4285714285714,48.168
7603,240.5,67.584545
7604,186.75,76.25303
7605,222.33333333333334,71.66032
7606,347.0,70.26773
7607,24.0,92.01317
7608,7.0,97.11939
7620,9.0,95.697465
7621,294.7142857142857,69.62544
7624,1.0,97.108945
7626,108.0,83.8989825
7627,38.0,94.21159333333333
7628,226.14285714285714,77.38010285714286
7630,346.6666666666667,56.29367
7631,500.4,46.09811599999999
7632,1.0,97.108945
7640,24.0,92.01317
7641,24.0,92.01317
7642,133.25,82.3824425
7643,560.5,50.29586499999999
7644,294.7142857142857,72.07446
7645,50.0,93.36664999999999
7646,189.75,76.0858625
7647,202.5,81.6714
7648,202.5,81.6714
7649,12.0,96.21490499999999
7650,539.6666666666666,38.73028333333334
7652,175.22222222222223,78.40924555555556
7656,135.25,81.29914
7657,312.0,61.099556666666665
7660,582.0,46.53596600000001
7661,59.333333333333336,93.14343333333333
7662,540.5,52.32131
7663,580.6,47.319584
7666,347.875,62.18939375
7670,65.66666666666667,92.37492666666664
7675,127.11111111111111,85.52574555555556
7676,172.0,76.32057
7677,88.5,90.64846
7701,522.8333333333334,55.35756333333334
7702,86.5,87.80598499999999
7704,1.0,97.108945
7712,785.3333333333334,26.971225
7716,246.0,81.694545
7717,277.5,70.68075
7718,636.0,55.2555
7719,305.3333333333333,65.34702444444444
7720,722.5,35.006295
7721,244.0,63.89889
7722,157.0,72.12709666666667
7723,775.5,29.49351
7724,206.4,70.261922
7726,153.42857142857142,78.03581428571428
7727,229.4,67.86826400000001
7728,386.9230769230769,62.885232307692306
7730,539.0,50.133454
7731,394.0,69.264185
7732,245.25,67.8636625
7733,133.0,76.59498666666667
7734,690.3333333333334,20.190493333333333
7735,490.1666666666667,50.044064999999996
7737,475.0,56.463409999999996
7738,71.5,92.214575
7739,75.33333333333333,85.91737
7740,712.25,29.551065
7746,110.4,82.48102800000001
7747,161.4,74.581902
7748,347.75,65.552495
7750,88.5,90.64846
7751,61.333333333333336,90.44536666666666
7753,724.6,36.13581799999999
7755,635.5,32.70817
7757,210.0,74.55565
7758,546.0,54.96077
7760,17.0,90.22436
7762,139.75,81.6017275
7764,203.66666666666666,68.50192666666666
7801,500.85714285714283,55.60636857142857
7803,220.0,82.29576
7820,590.5,51.34152
7823,604.4,36.91083199999999
7825,528.2,44.629571999999996
7826,332.5,67.02933999999999
7827,481.5,55.750634999999996
7828,228.0,76.16347
7830,174.0,83.463456
7833,636.0,55.2555
7834,97.0,82.24407
7836,121.0,79.93072
7838,257.0,76.471715
7839,83.5,88.01284
7840,251.5,71.04631499999999
7843,618.6666666666666,28.40233333333333
7844,388.0,66.786025
7846,220.0,82.29576
7848,416.5,61.15969
7850,802.0,44.54215
7851,136.0,87.30976
7853,239.25,79.7577975
7856,277.0,73.921515
7857,602.0,47.690155
7860,399.8888888888889,57.46772777777778
7863,699.0,35.77407
7865,829.0,41.91681
7866,401.7142857142857,62.46104714285714
7869,262.8333333333333,75.10194833333334
7871,233.2,63.01892600000001
7874,298.0,66.933276
7875,311.0,77.46261
7876,401.6,63.97522
7878,106.0,89.43088
7882,468.3333333333333,48.519315000000006
7885,537.75,56.60616499999999
7901,47.0,94.24464285714285
7920,45.666666666666664,93.82910499999998
7921,309.0,69.262885
7922,74.0,83.56515
7924,150.33333333333334,75.26165
7926,1.0,97.108945
7928,58.0,88.20087199999999
7930,129.0,82.77601333333332
7932,86.5,87.80598499999999
7936,187.66666666666666,76.46620666666666
7938,311.0,77.46261
7940,182.2,81.96831999999999
7945,131.0,82.63811
7946,136.0,87.30976
7950,92.8,85.76156
7960,440.125,59.42486124999999
7974,10.5,95.95618499999999
7976,9.0,95.697465
7980,31.0,88.71592
7981,268.75,78.0704325
8001,672.0,42.12237
8002,599.0,58.486709999999995
8003,154.55555555555554,83.34675999999999
8004,597.0,31.025853333333334
8005,646.5,41.739705
8007,274.0,60.4927
8008,857.0,40.62377
8009,375.0,66.96295
8010,722.0,36.0535475
8012,690.8333333333334,43.7485725
8015,1037.5,26.323325
8016,442.3333333333333,33.443528333333326
8019,486.0,34.84275
8021,704.2727272727273,31.245754545454545
8022,191.66666666666666,65.71228333333333
8026,685.0,40.069625
8027,431.0,59.692335
8028,655.0,33.7485925
8029,554.0,62.21891
8030,590.4,37.766038
8031,780.0,38.03462
8033,260.125,79.59057
8034,469.14285714285717,57.28478142857143
8035,182.4,74.479146
8036,408.0,64.235825
8037,576.3333333333334,44.912855
8039,636.0,55.2555
8041,311.0,77.46261
8043,179.16666666666666,77.598095
8045,748.0,31.672565
8046,814.3333333333334,26.845933333333335
8048,681.5,40.56084
8049,578.5,45.285695000000004
8050,281.0,62.97268
8051,374.0,74.62688
8052,399.0,30.04015
8053,508.0,57.137139999999995
8054,459.0,57.021965
8055,260.1818181818182,67.14696909090911
8056,311.0,77.46261
8057,82.8,91.34579
8059,247.0,71.39423
8060,577.5,39.41317375
8062,213.0,71.33942333333333
8063,912.0,36.70539
8065,488.6666666666667,42.917323333333336
8066,615.75,25.728982499999997
8067,367.0,67.71753
8068,511.6666666666667,35.77334333333334
8069,656.5,27.352220000000003
8070,582.6666666666666,32.07155
8071,455.0,53.313002
8072,602.0,47.690155
8075,623.3333333333334,28.8789
8077,255.6,69.694812
8078,625.5,36.99615
8079,562.6666666666666,44.16902888888889
8080,422.375,48.84855
8081,631.0,43.045231111111114
8083,550.3333333333334,36.62484
8084,554.0,51.00864
8085,241.6,71.87334000000001
8087,557.25,44.25085
8088,484.85714285714283,51.37805142857143
8090,445.5,67.561055
8091,678.5,41.409594999999996
8092,671.0,52.82635
8093,727.6666666666666,34.040576666666674
8094,405.1666666666667,61.316023333333334
8096,579.1111111111111,35.74039333333334
8097,599.0,58.486709999999995
8098,204.0,61.608239999999995
8102,794.1666666666666,20.969845
8103,775.8,14.623563999999998
8104,781.6153846153846,17.635779999999997
8105,913.1428571428571,14.833761428571425
8106,380.3333333333333,51.406686666666666
8107,754.6666666666666,47.03065
8108,290.9,66.490793
8109,599.0,38.54742833333333
8110,763.0,17.15399
8201,673.5,39.1078
8202,180.0,73.21615
8203,578.5,43.83455
8204,528.6,49.736034000000004
8205,786.7142857142857,34.662004285714296
8210,469.0,40.663516
8214,435.0,41.51021
8215,722.6666666666666,17.895953333333335
8217,488.0,54.410665
8221,76.0,81.10647999999999
8223,142.0,86.89605
8224,1001.0,29.466890000000003
8225,553.5,50.268565
8226,242.0,65.63365999999999
8232,948.2,19.686302
8234,542.5,48.667331666666676
8241,106.0,89.43088
8244,399.0,30.04015
8247,17.0,95.31042
8260,679.5714285714286,31.472659999999998
8270,365.0,49.37082
8302,886.4705882352941,15.954744117647056
8310,428.5,25.750525
8311,673.5,39.1078
8312,406.5,29.129424999999998
8317,405.5,65.57145
8318,464.3333333333333,43.293389999999995
8319,567.0,48.955895
8322,230.0,52.385014999999996
8323,501.75,56.661695
8330,509.25,32.9532425
8332,865.6666666666666,25.514956666666663
8341,1183.0,13.3584
8343,301.5,68.068765
8344,1058.0,25.1267
8345,755.5,30.76184
8348,501.0,33.0213
8349,1297.0,4.89074
8352,593.0,48.599045000000004
8360,733.3,39.013087000000006
8361,180.0,73.21615
8401,795.4,29.512002666666664
8402,88.5,90.64846
8406,619.0,49.171425
8501,149.66666666666666,77.32236666666667
8505,332.0,59.14031249999999
8510,386.0,73.95821
8512,103.5,86.964165
8515,220.0,82.29576
8518,486.0,34.84275
8520,472.0,50.952799999999996
8525,142.0,86.89605
8527,516.9,50.832813
8530,548.25,46.755934999999994
8533,252.33333333333334,66.15814666666667
8534,119.16666666666667,71.65387166666667
8535,140.0,78.31655
8536,90.5,86.2654675
8540,200.875,79.87823250000001
8550,50.75,87.4781025
8551,91.0,90.23467666666666
8554,582.0,57.27879
8555,176.0,85.21240999999999
8557,424.5,60.40510999999999
8558,94.33333333333333,87.5819
8560,176.0,85.21240999999999
8562,691.3333333333334,46.42574333333334
8608,478.3333333333333,46.562070000000006
8609,1223.0,11.0347775
8610,863.0,23.854091111111114
8611,948.0,17.651735
8618,683.8,17.389845
8619,548.0,49.369595
8620,816.0,42.759996666666666
8628,829.0,41.91681
8629,957.0,8.15203
8631,1001.0,29.466890000000003
8638,874.0,29.640262857142854
8640,570.0,60.70975
8648,432.5,60.52009833333333
8690,460.85714285714283,54.04690857142857
8691,228.75,65.6266475
8701,852.8,20.486451999999996
8721,687.8,35.631352
8722,775.5,29.49351
8723,577.8333333333334,49.69736833333334
8724,605.1666666666666,46.8045
8730,210.0,74.55565
8731,646.5,44.070904999999996
8732,176.0,85.21240999999999
8733,770.3333333333334,34.345596666666665
8734,366.3333333333333,57.445449999999994
8735,187.5,85.355695
8736,136.33333333333334,79.0225
8740,1065.0,24.144270000000002
8741,1058.0,25.1267
8742,260.6666666666667,72.38716666666667
8750,46.0,93.84255
8751,1183.0,13.3584
8753,567.9230769230769,46.53289615384615
8755,671.0,52.82635
8757,1256.0,7.7965800000000005
8758,1058.0,25.1267
8759,553.0,43.97005
8801,28.0,86.78729
8802,125.5,85.50584
8804,912.0,36.70539
8805,690.3333333333334,20.190493333333333
8807,153.5,81.38375
8809,326.0,66.44465000000001
8810,374.0,74.62688
8812,321.0,59.21631599999999
8816,195.33333333333334,73.194222
8817,426.57142857142856,62.52441714285713
8820,62.714285714285715,91.2028357142857
8822,265.4,76.901032
8823,671.0,52.82635
8824,340.25,75.55753
8825,312.8,67.48219200000001
8826,49.0,76.45519
8827,512.0,60.25904666666667
8829,262.5,69.14537
8830,314.5,62.65239
8831,378.0,63.400045714285724
8833,492.5,66.22246
8835,571.0,35.31470666666667
8837,307.3333333333333,70.82511999999998
8840,259.0,74.9597675
8844,168.875,81.52232000000001
8846,480.8,56.335004000000005
8848,421.3333333333333,67.08173666666667
8850,423.0,60.446915
8852,109.6,81.030306
8853,386.0,73.95821
8854,325.3333333333333,59.157158888888894
8857,404.3,68.216545
8859,351.0,63.1188
8861,587.5555555555555,33.94413555555556
8863,711.25,42.15658
8865,509.5,47.710191
8867,546.0,54.96077
8868,416.5,61.15969
8869,802.0,44.54215
8872,220.0,82.29576
8873,451.46153846153845,57.271557692307695
8876,346.5,55.55544999999999
8879,543.5,40.421795
8880,560.5,50.29586499999999
8882,608.0,30.50777666666667
8884,336.3333333333333,56.845613333333326
8886,292.5,75.467415
8887,142.0,86.89605
8889,178.0,79.21428
8901,850.0588235294117,23.9388805882353
8902,603.4,42.469879999999996
8904,429.6666666666667,48.44149666666667
